,cleaned_text,sentiment_label
723,havent experienced issues card yeti got good price happy last micro sd card failed months use lost everything nothing recoverablethis one though seems work perfectly designed havent issue yetfive stars expect hasnt failed,1
724,bought gb micro sd galaxy gb smart phone increase size memory greatly speed noticeably better gb unit came old droid x smartphone ive put thousand songs many pictures moved many apps storage unit still many gigs left main phones memory memory card purchase smartphone doesnt offer sd expansion look forward next step gb higher,1
725,great little cards fast thing hate microsd dang small slots spring loaded lost couple shooting across room,0
726,use phone card combination eyefi mobi card back photos im field,0
727,microsd card made great upgrade galaxy storage capacity card performs efficient readwrites giving phone kind data storage never thought id anyone looking enough storage space phone tablet large amount pictures videos apps even document files may exactly youre looking,1
728,fr great need table bad cost much,1
729,bought samsung galaxy note works perfectly strange behavior great speed sandisk name back happy purchase highly recommend,1
730,card month far good got new phone card longer needed using camera works great older cannon elph mp get pics wiith card read writes speeds great phone camera,1
731,initially bought tablet ended using nikon camera storage cant complain sandisk always high quality dependable storage solution electronics,1
732,added samsung gb phone works great store music travel nevery listen thing signal trip,1
733,works fast supposed stores pictures fast click,0
734,use asus android tablet ive problems using transfer data tablet pc trouble storage errors either,0
735,exactly supposed think complaints small careful glad put red makes easier find drop,1
736,note pro note pro says gb availablethe mysterious gb black hole strikes,0
737,great fast storage works great galaxy storage card always rely sandisk products pay little sometimes worth,1
738,using surface pro works great love amazon,1
739,soooooo fast gives alot space love free app comes control data device sd card pop go settings reccomend everyone,1
740,work great havent issues cards dont like using adapters pinch also used canon hs camera video photos issue fast readwrite speeds quite reliable far,1
741,year worked flawlessly use add capacity macbook air given storage space great product,1
742,bought memory card day received samsung galaxy arrived two days via prime plugged formatted offers gbs usable space card class reads super fast writes great uhs sadly mostly supported dslrs smartphones devices wont take advantage super super speed nonetheless card fastthis card lots storage affordable transfers reads fast id recommend people carry lot media music videos,1
743,got gopro hero far working great gopros really eat flash memory bought gb models suggest unless going particularly long scuba dive adventure get gb gb cards spreads risk one card failure causing loss videos,1
744,micro sd card works great even formatted fat use car tv headunit issues plus bought great deal recommend setting alert www camel camel camel com get best price,1
745,card works great use gopro hero exclusively issues yellowstone trip,1
746,wanted increase capacity tablet lenovo k sure full capacity call paranoid checked computer moved files one speed demon,1
747,use card galaxy note pleased performance noticeably faster class card replaced use storing watching movies plays back observable buffering time also fast writing photos videos shoot using camera tablet cost among lowest cards storage size speed class,0
748,honestly dont care anymore thing works intended suppose fast get,1
749,really wouldnt know rate chip except say works obviously slower usb flash drive working well asus use ddrive data scripts,1
750,used new smart phone seems working well far three months clock time tell durability,1
751,memory use devices never one fail whether microsdhc compact flash sd flash drives etc great company,1
752,got card surface rt btw worst tablet ever problems gets recognized soon put,0
753,using name micro sd card phone made c gb class really cheap actually didnt give problems would buy another one heartbeatanyways son wanted games psp psp actually used gb card adapter market new cardi got card trust sandisk brand gb price cheaper plugged phone problem cant tell anything specifically positive okay book considering means dont anything negative say either news good news sometimes everything smooth issues would buy card recommend anybody needs one buy larger size time eventually comes,1
754,bought expand memory htc evo g lte phone works great adapter nice touch,1
755,purchased use samsung tab well note msd card came possible formatting ntfs fat exfat default exfat seemed comments saying certain devices might able read exfatbeing smart alec decided format ntfs assuming android devices work tab able read ntfs reformat back fat order get worksubsequently tried using usbsd card reader looks like tiny usb driveand realised apparently sd card formatting new simply register gb read gbhave tried note yet work seeing technology pretty par,1
756,ultra sandisk memory cards work perfectly photo work high pixel count cameras cycle extremely quickly,1
757,glad purchased item use samsung galaxy im able record video hd store almost anything youd wan na cell phone etc,1
758,also fast much say bought twowould buy would recommend u,1
759,bought formatted fat use devices say allow gb card must find program format card gb fat windows format anything gb higher fat try site program,1
760,recently purchased samsug galaxy tablet sandisk gb memory card excellent addition already powerful tablet pc,1
761,use go pro hero black edition works great get buy definitely worth,1
762,comment bought friend comment bought friend comment bought friend,1
763,works awesome galaxy fast could much storage music pictures copys music record time love price product,1
764,bought wifes samsung galaxy siii wanted something reliable store music videos photosi recommend family friends,1
765,using canon camplains really fast access adapter level even though bad connection use previous adapter already,0
766,use sandisk sdhc cards nikon cameras using one sansa zip clip mp player happycons none think ofpros fast memory small form factor excessively inexpensive gb,0
767,perfect gopro havent maxed yet im sure much video hold weve using havent issues getting full fast,1
768,great little card problems havent done benchmarking everyday use quick flawless,1
769,quick easy insert sd slot gives gb external storage like,1
770,great card great price hard believe something small could hold much data got use new macbook pro reduced profile adaptor adaptor didnt fit well works great raspberry pi card use normal one,1
771,issues card phone boots much faster old gb class card,0
772,id say product steal able expand storage size tablet add hd movies,0
773,used sony using almost month yet encounter problem,0
774,put tablet store pictures video alot better class using becuse already junk drawer,1
775,super micro sd card required sony action cam bought use phantom quad copter super small therefore easy misplace like cf cards use cameras hold better like sandisk products thats use,1
776,price right shipping quick class card hd video goprohard rate since memory cards pretty much memory cards nothing jumps excellent,1
777,ive gotten four nikon ds little bit issue adapter cards spec sticking nikon camera sd slots one card readers sure enough sanded one carefully fit perfectlyperformance wise things scream regular class class cards perform nearly excellent cant complain wish faster im getting per card,1
778,memory right price worked right starti think good deal good memoryworks fine note,1
779,awesome much space works phone could ask comes extremely handy thank sandisk,1
780,bought samsung gs working quite well several months without issues know performs vs advertised purposes dont care much seems load quickly phone well saving files,1
781,super fast lots storage fit months worth music apps ebooks room go,1
782,sandisk disappoint exactly described arrived time plenty storage photos music playlists still leaves room movies well,0
783,old class kingston card phone thing dragged transferring music photos finally decided enough class went looking reliable class card sandisk trick music photo transfers fly like wind move flac album seconds droid razr maxx interruptions like class card,1
784,bought card addition gb galaxy note well gb use music scads left apps movies may never need much space like want much space usb transfer speeds adequate cant wait gb,1
785,memory proved quick reliable im using second drive win tablet might swap camera transfer speed would appreciated often,1
786,stil getting write speed need considering cost capacity speed good card,1
787,bought two separately one frustration free package one apparently frustrating package came similar packages stuffed large yellow envelopes dont really see difference frustration free frustrating one frustrating one required scissors real attempt making greener package really attempted could tell matter since put giant envelope anyway one sent usps parcelpool ive bad experiences parcelpool many people apparently guess amazon gave earful actually arrived time time tracking parcelpool still huge joke though actual product microsd card exactly supposed problems,0
788,memory cards best world memory card completely corresponds description happy smartphone happy tablet happy amazon thanks,1
789,month sdcard phone transfer average gb data device per week sdcard holding fine tend crap cause problems yet,0
790,real deal fakes one shipped directly sandisk corporation purchasing amazon seller different never know may receive seller always aware fakes contact sandisk provide serial code number card send pic may authenticate nice change checked partition correct also confirmed card ir read lg optimus g pro att network,0
791,sandisk premier brand flash memory card came good price speeds fast enough work inside p dashcam running consistently weeks good brand speeds advertised reliable far complaints,1
792,issues till date happy,1
793,plugged new surface pro works great issues hassle good price low cost adding additional storage,1
794,great little card allow p recording note phone frustration free packaging genius make sure device supports high capacity card ordering,1
795,got expand storage microsoft surface works great quickly transfer data pop put desktop phone definitely recommend need big storage mobile device,1
796,bought expand capacity galaxy another expand capacity galaxy used one gs year one gs month worked without problems fully recognized devices gs rooted couple months ago running liquidsmooth still issues good card highly recommend sandisk,1
797,works issues far also able purchase much less walmart,0
798,purchased gb samsung sd card expand memory phonehowever frequently get message card removed recoveringsometimes problem clears times reboot phoneit also says mtp application restart prepare sd card starts listing restartingrecovering sd cardi eventually replaced sandisk gb microsd hd card walmart operating finei reading lot people issues gb sandisk cards galaxy si wish done research wasting thought good buy,1
799,works expected product added gb memory samsung galaxy love adds much memory device,1
800,love micro sd card love fact able buy great price,1
801,thing use product andiod must format windows machines dont seem supot fat winwods machines open files format program win formats ntfs exfat limting andriod uses fat,1
802,perfect card samsung galaxy fast delay picturesvideo writing think may get second keep hand,1
803,gb micro sd chip size memory amount desire memory card never failed errors stars cheapest could get time,1
804,fast little memory card affordable good quality quadrupling storage space device never seem enough,1
805,used new transfer speed good still performing well almost year havent disappointed sandisk product yet,1
806,used upgraded card razr maxx hd nothing pleased havent even come close filling entire card got mostly keep entire music library phone gigs music class card wont see lag pulling files great card price,1
807,overall great purchase reasonable price bought units working well various devices,1
808,card one fastest sd cards market works great samsung galaxy note ii issues installation device recognition highly recommended,1
809,bought dell venue pro gb would boost memory gb super easy use great shipping got quickly,1
810,got samsung galaxy note recognized immediately seems work fast pics videos ive taken complaints price things fluctuates quite lot would recommend use price tracker camel camel camel purchasing least pay attention price couple days purchase price dropped fifteen dollars shipped amazons awesome customer service refunded difference without trouble thanks,1
811,installed galaxy issues put formatted started taking photos everything work fast expected,0
812,expecting better faster efficient product disappointed replaced standard type gb card work remarkably better pleased purchase,1
813,purchased new asus tablet tft always sandisk reliable ive never one fail yrs pleased,1
814,usual sandisk best manufacturer usb micro sd cards im using one gopro hero black edition works really good also compared specs micro sd brands saw one best among micro sd cards,1
815,ive using sony tsx camera problems quality speed function far works great much cheaper best buy,1
816,well sister got new phones didnt want use old memory cards could tell product represented best combination speed price plus im familiar sandisk brand working perfectly us month dont expect change,1
817,perfectget gb,0
818,put galaxy note ii put bunch music pdfs also used save videos photos worked well months christmas day today said error reading card card blank phone longer recognizes card even putting adapter sticking sdhc reader laptop doesnt workif sandisk quality impressed going deal warranty replacement id rather refund get another card might fail months,1
819,sandisk first memory cards came across years ago think hold well competition inexpensive job huge kingston fan price card hard pass upi currently phone photo video storage far complaints,1
820,far best microsd card ive ever used precise fast secure ask whether photos music even movies recorded played transferred data flawlessly highly recommend,1
821,buy card failed third usage kicker favoris months return card full refundthen pro rated rated deal send back amamzon inlexington kythe failed card gopro white edition needless say camera thatwas purchased summer outdoor usage november going sit quite awhile time get money back card sat winter failedtowards end april months lag get decent even pro rated refundout items bought amazon bad experience gigs crammed tiny micro sd card much ill stick thesmaller gigs technology meant lastrefund update amazon right thing anbd refunded full purchase pricefor dead gig amazon shop reasons live miles frombig box stores always make things right muss fussi replaced dead card amazon brand micro gig sd micro cardi purchased amazon branded sd cards work good anynot mention cost savings,0
822,far problems card movies great beautiful color clear bright pictures,1
823,great price needed would recomend product think scan disk products good,1
824,slipped smartphone lots space photos movies go great price,1
825,problems encountered seems perfectly compatable cant even tell using something card phones internal memorynote gb requires hc cards gb requires xc versionhappy purchase far,1
826,perfect addition microsoft surface purchase daughter quick worked well far sandisk reputable brand,1
827,looking good memory card fast works flaw less samsung tab,1
828,works perfectly new phone great price delivered time good shape ive never trouble sandisk id recommend anyone,1
829,good product problems installed samsung galexy iii works well even super hd video,1
830,time one best get even uhs better older slower chips form factor handy products take micro sd,1
831,supposed pretty fast sandisk great company comes flash memory,1
832,micro sd card solid great performance really fast reading sd card would say times faster previous cards past placed card phone turned could see difference every application cell phone sd card works really flawlessly great product solid performance,1
833,sandisk far away best memory card everi used brand never failsthe future kind eternal,1
834,get randomly error messages nokia disk error card stops working sad bought cheap gb micro sd class works better,0
835,job complaints far,0
836,buy couple since plan using store dive recordings hero pro adapter,1
837,works perfect samsung galaxy memory fast didnt get unmount problem mentioned previous reviews model number gti version,1
838,big fast prefer side wont run space speed need anyways highly recommend,1
839,fine memory works well smartphone fast communication pics videos good purchase product arrived time,1
840,wish could say card great waiting around year half whilst using gb one also sandisk never gave issues sadly lost card confused heck used first wouldnt recognize tried gfs problemapparently comes formatted exfat thought maybe reformatting fat would solve problem well thought since phone finally recognized upon inserting new problem arose though started taking pictures try odd thing pictures became corrupted even viewable phone seconds taking worked others notlater restarted phone reason later wanted check pictures surprise surprise everything gone id find later every time restarted phone everything card deleted tried gfs phone thing happenedtried reformatting fat using gparted couldnt hurt throws errors upon starting write sequencetoo bad cant return shipped guatemala thats toilet buy new one think ill go new samsung evo ones although dont offer gb model writing bummer,0
841,got card sony action cam best memory card work fast process eveything fast recomend,1
842,use galaxy sony action cam works perfectly never issues find action cam pretty solid sorage ammount,1
843,may internal sd slot mac book air fast perhaps disappointed achieve mbs writeread speed makes remember speeds years ago may computers fault happy,0
844,happy micro sd im using galaxy note truth fast copies files quickly,1
845,nice product memory works perfectly exactly waiting recommend,1
846,mentioned fast efficient several months use laptop inch galaxy tab displayed exceptional speed loss data highly recommend card use computing devices andor tablets,1
847,fast amazon prime day shippingits rocking inside samsung galaxy plug play funnow space need speed want,1
848,problems card ever bought new tablet plugged started move files second,0
849,favorite memory card brand mani devices also reliable keepiacuteng data safe,1
850,fast great storage used sd card new samsung galaxy works like dream well formatted fast would recommend product anyone need high gb sd card added sd adapter nice plus comes handy pc transfers,1
851,ability something small hold much information somewhat overwhelming truei use one dod dashcam works great highly recommend,1
852,fast transfer speeds feels like good build quality great price would recommend,1
853,got samsung galaxy tab plugged worksthat,0
854,far fine problems installed phone read gb instead gb thats reason im giving stars anyone give answer read instead please let know,1
855,quick problems ever great storage platform works great lenovo tablet samsung phone would recommend anyone,1
856,bought tablet works well working months complaints,0
857,bought bunch many many hours use hires video cameras every one fast flawlessplus get one like might want way keep track notice small blank area red right sandisk name write number fine tip marker dont try one solid black chips,1
858,wonderful card performs fast efficient use samsung galaxie problems love hjgh caparcity offers reliability sandisk,1
859,say sd card phone google sez phone put mps card galaxy result jumble corrupted files yep thats got fairness sandisk gave card stars suggestion yall get gb card instead,1
860,previously purchased two adata microsd cards one never worked one failed second bootso far problems tht sansdisk chip,1
861,advertisement calls card class card however able get class speeds card sd cards seem much faster readwrite microsd cards get mbs write speed copying file sd card phone usb cable get transfer rate adapter small memory cards seem limited write speed also card heat transferring long period time continuously badjust warm read speeds seem cap mbs see mbs small files one thing note may design particular card card super fast transferring small files slow big files youll see slower write speeds longer write larger files whereas smaller files zip along one time mbs getting mbs writing gb movie file card excellent card beyond worth money get love evo g lte previous phone evo g reason gave stars perform advertised mbs however thinking getting memory card android phone dont want pay big bucks card stop reading buy im glad,1
862,excellent product complaints issues card perfect size cameras,1
863,micro adapter package buy one package get items needed smartphone digicam replaced gig micro phone gig one reformatted gig micro used adapter camera uploaded photos laptop using adapteri would given stars adapter stopped working months truthfully though dont know product defective handled much incorrectly feel stars fair,1
864,purchase gopro hero absolutely perfect fair price might purchase another one,1
865,purchased phone easy install format phone arrived time packaging appropriate,1
866,issues far sandisk good brand hopefully last durable well see recommended,1
867,bought camera p video recording option everything works fine card adapter,1
868,purchasing three one two gifts others read reviews said sometimes quit difficult impossible recover data using card weeks hasnt failed yet phone almost months phone started chirping every seconds telling either mounting unmounting card sandisk ultra gb microsdhc class uhs memory card apparently decided fail thank goodness info one small app need access week real critical thanks amazons day return policy though probably eat cost one unfortunately read bad reviews product already purchased mine wifes hasnt failed yet advice stay clear product maybe sandisk general,1
869,didnt realize small memory old phone tmobile touch g slide mean thing slow accepting downloading stuff anymore figured later memory might small sure looked sandisk memory card amazon ordered one surprised much cheaper seen store installed phone worked like champ still use phone different downloads much memory,1
870,upon inserting hc gb card motorola doid x galaxy music would play chopped sometimes files would work card cleared problem allows put whole music collection phone complaints far job,0
871,use card igo gps gps came couple gb onboard quickly used wince gps software since device also plays mps wanted spacei read meager documentation came device see could handle gb card pretty sure would handle gb card one never knows everchanging specifications unfortunately documentation device meager written pidgin englishok ill buy give try worst swap gb card different device hopefully handle gb cardwell make long story short late eh gb card works fine put bunch mps card put device sure enough recognizes plays themso pretty much done deal price ease use name brand recommend little card,1
872,stay away nonamebrand flash memory get quality sandisk ive owned dozens usb flash drives compactflash sd microsd cards years workas particular model gb microsd galaxy note pro tablet gb microsd galaxy note smartphonepopped em devices recognized problem dragdrop copypaste files internal storage cards without issue fly plugged computers always recommend sandisk anyone looking expand storage capacity,1
873,reaches read speed mbs write speed mbs optimal situationother speed everything fine id like say color quite good thing microsd could small put away seconds easily disappear bright read light grey color much easier find blend common backgroundalso quality looks good like microsd cards unibody design tell appearance circuits sd card adapter come quite good quality tooin summery good design good quality satisfying speed judgement call say worth totally go,1
874,ive tried cards going back compact flash cards ruled every single time wind coming back sandisk wont certify card certain speed unless sustain speed every single sandisk product ive ever owned lasted lasted lasted quit using sandisk products didnt make sense keep using mb mb thumbdrives flash cards still work really slowly still work fine heck use times ever sandisk fail could trace failure back something fault sandisk product soooo buy sandisk always get moneys worth,0
875,using security camera mounted outside job recording pictures video first one failed issues second one seems working well,1
876,purchased grandson tablet actually purchased loves games wanted sure plenty space save everything wanted must working ive heard complaints,1
877,excellent quality item,1
878,bought upgrade gb android phone need extra space nice handy accommodate pictures videos take phone among things without worry running space packaging good arrived time amazon prime thats something dont worry,1
879,works great added memory lg phone sandisk brand trust worthyi recommend highly,1
880,marvelous fixed camera automatically recognized great storage camera use,1
881,memory card works nook canon camera chose disk hold lots pictures shipped earlier expected,0
882,great card lots storage money dont hesitate buying steal amount storage get,1
883,good card high quality material nice design new model product brand name famous n reliable recommended good price,1
884,use phone watch hq videos run apps unlike lower class non hc cards one never stutters,0
885,months would read used sorts card readers computers internals went completely dead strange product company guess happens may happen since high capacity would mean susceptible becoming corrupted would buy maybe gb,0
886,cant complain speeds much put little guy super mini microsd reader stick truck stereo mp storage use usb memory card reader populate card music truck stereo seems happy,1
887,use note supposed extends storage capacity great phone,1
888,purchased add memory new android tablet san disk good reputation never one fail purchased ultra speed purchased good price would recommend item anyone needs sd micro memory,1
889,complains awesome cards great performance degradation speeds far well bad sectors,1
890,utilized card much hoped would comment much speed tablet asus transformer infinity certainly plenty space,1
891,far favorite microsd card fast far problems,1
892,ran several tests computer phone wrote mb read depeneding mood bought replace generic gb class card lost dang small droped could find card actual wrote mb read mb went sandisk phone came class performs like class waste time refunded item,0
893,product shipped fast actually came days early read people problems card got first thing format also make sure device compatible sdhc cards problems fast readwrite speeds little gb actually available storage pleased,0
894,lasted months daily use android phone yesterday stopped performing writes failed altogether working reads incredibly fast writes pretty good well,1
895,yeah ultra hot could get devices recognize card finally using usd reader tried format wouldnt format burned fingers removed others also posted maybe bad many perhaps counterfeit dont know hassle return isnt worth may save,0
896,thought gb would work gb asus pad works great iti wanted space made easier put vids way pics,1
897,looking expanding memory galaxy note bought one class micro sd card good enough speed smart phones best way upgrade memory phone,1
898,needed video capacity canon camera sandisk gb micro card included adapter exactly right tool job ive several sandisk memory cards past never glitch kindhighly recommended,0
899,got use mothers digital camcorder offered good value adapter insures card used anywhere mom happy extra capacity card provided film niece nephew,1
900,micro sd card extremely fast writing read files fast even slow usb interface mechanically card tight adapter needs screw driver get back adapter tried another two adapters results tight fit user plan use normal size sd card excellent card one plan switch phone micro sd card camera normal size sd card tight fit might problem vender service excellent shipment faster expected would buy even tight fit excellent value fast card camera shoot burst mode without slowing write card,1
901,received promised inserted tables acknowledged thereguess work expected also,1
902,put tablet far nothing complain see long one last,1
903,sandisk makes great memory chips decent price recommend names brands error frequency,1
904,works great far gopro filled card pretty quick recording p got gb week later,1
905,replace g msd card aware card speed issue result started loosing video pics card became corrupted little research found card write speed issue make sense replaced card yes works lost pic vid since,1
906,love gb micro sd card put samsung galaxy note phone returned day trip used cameravideo recorder kept hd quality whole time problems reason give star rating actually gb space instead norm please excuse ignorance,1
907,ive never problem sandisk memory products use ultra compact flash camera one cut cloth great product problems continue demand sandisk,1
908,review sandisk card works stores pictures items phone zero problems,0
909,card use galaxy read write speed good card comes ready use box,1
910,use galaxy tab great issues,1
911,ordered several much cheaper best buy use gopro work great prefer several gbs gbs case get corrupted arent losing much data,1
912,great memory card got one amazons daily deals terrific price getting ready upgrade cell phone want larger capacity memory card ready go needed,1
913,works fine virgin mobile htc evo v phone didnt recognize first formatting good,1
914,gb top gb samsung memory card adapter included fit exactly phone price lower buying another phone store,1
915,got upgrade surface pro storage works nicely store bunch mps games steamit works well games run fine boot pretty quick one issues installing games sometimes card would vanish drive id pop get go however feel like could software related nothing like happened playing gamebest idea install game surface move files manually card tell steam uninstall game erase list hit install point folder card itll spot files download things bam worksabout card wouldnt rely multitasking thing meant youre playing music card install game time fast thing many,1
916,card working great quite several devices one bough suddenly died went sandisk website chat support tech tried quick troubleshooting five minutes asked info rma process quick easy like said one suddenly died idea luckily didnt anything important time one ive ever fail like said rma process breeze really like cards customer service great reference run cards samsung galaxy sii hercules gb motorola droid sholes gb motorola droid solana gb samsung galaxy note gtn gb note one failed also gopro run golden sandisk cards twice price continue buy cards regardless isolated incident,1
917,mean obvious lies whole gb thing get maybe luckyseems work ok far,0
918,take lots pics phone samsung helps free space phone ive issues far,1
919,exactly neededtook old gb card samsung galaxy put digital recorder bought new gb card phoneas advertised fast stable try transfer many apps external media phone free memory phone one problem yethighly recommended,1
920,always come straight amazon memory card needs sandisk one reliable names category lots usable memory minimum cost outlay downside product max storage compatible devices,1
921,best class microsd card compared cards performs cards came sd microsd card converter nice plus card come preformatted work android devices windows devices cant get much easier thatgreat card fast shipping complaints,1
922,would recommend friends worked expected transfer speedy always fan sandisk make product quality,1
923,purchased school district havent heard complaints would assume everything okay,1
924,product great phone doesnt lock anymore wondering class found means runs faster normal black micro sd card class smart phone comes withthis card makes difference fast get internet,1
925,purchasing sandisk gb class microsdhc needless say didnt see need purchasing one began read class cards really process recordings faster records pictures faster didnt believe put test using samsung galaxy siii installed recorded videos took pictures played music also downloaded pdfs work documents every test far faster class tell difference classes close would say dont settle lower class cheaper wait go sale know well purchase one reason get card lower class,1
926,great price fast speed class adapter like color memory card much go wrong,1
927,bought samsung galaxy legend phone store pictures videos works like charm,1
928,work great phonei think may buy lots productmaybe gb,1
929,good product like brand keeping buying camares phones tablets,1
930,cant give much feedback ended returning looking ideal memory mircosd card gopro found better model end filming one event card pretty good end lagging time though briefly,1
931,well known brandname high speed good price lots storage space lots uses bought micro adapter use flash drive movies,1
932,used upgrade storage phones tablet simple get fast transfer speeds simply works works well go card brand reliability performance,1
933,ive memory card weeks recently started resetting intermittently loses contact cell phone memory lost erasing everything find return date past im stuck peice memory card cant damn thing thanks lot nothing never buy direct againalso didnt realize supposed adapter wow heck,0
934,card work droid razr phones whenever try transfer files card makes phone freeze completely tried every possibility get work type card worthless work due high capacity phones every workaround tried get card work still causes phone freeze,0
935,using add capacity android powered hp slate tablet reformat ntfs work worked great note many devices work gb card check specs ordering,1
936,got sd card trip hawaii could gopro everything gets hours video hd works great complaints highly recommended,1
937,bought one gb galaxy another canon ti works problem detected formatted box sandisk one reliable card manufacturers opinion ive gone sold lot cheaplesser sd cards throughout years almost manufacturer failures date havent issues sandisk ive bought card wife family members everyone far theres issues use mine heavily everyday new music movies months havent failuresas far speed goes using dd usb card reader recorded almost mbs write speed mbs read speed making far fastest class card ive sell extreme versions card even faster integrated devices wont see speed increase benefits,0
938,bought gb version card increase storage capacity samsung galaxy use store pictures video shoot phone never issues card keeping p video phone shootsspeed tested galaxy w sd card testerwrite mbsread mbs,0
939,must listen lot music gowish made gb model,0
940,bought expand storage space galaxy surface tablet windows rt performed well transferring small files take problems recording video hd phone totally recommend largest card devices take,1
941,brilliant little card good transfer speeds highly recommend exactly looking great price,1
942,good price good quality put phone extra storage held well since got,1
943,bought card new samsung galaxy note didnt anything put card phone formatting needed transferred pictures videos along gb music everything loaded quickly still ton memory left store whatever want need bought amazon much better price could find anywhere else ordered amazons frustration free packaging pull tab package card hand less ten seconds recommend anyone wants fast card lot memory,1
944,bought item based reviews recommendations installation extremely easy cards bought shipped perfect condition like others noted actual added storage gb buying via amazon huge discount opposed local instore optionsshipping perfect would recommend product friendsfamily,1
945,scandisk micro sd work well never problem product brand short couple words sorry,1
946,card fast cheap used canon camera shoot raw format pictures video worked flawlessly im currently using old mytouch phone storagegreat product great price,1
947,card great save lots pictures files card card works great phones,1
948,useful surface pro increase capacity gb also used backup case something goes wrong,1
949,yee maximum space allowed gopros knowledge older versions like hero larger sd cards micro sd cards allowed great price great quality hd pictures movies get,1
950,amazing keep making bigger storage cards price goes wow nice holding lots stuff,1
951,sure say anything covered previous reviews already written memory card add commentits great card works great camera storage capacity needed price good get,1
952,special price could let goi bought cards phone gopro camera ideal,1
953,work great asus tablet months completely died recognized devices diedi rmad sandisk prcess painless replacement arrive within days emailed return label thru ups sent last weekwhen worked performance great access times fast lag reading writing dataif get make sure back data incase failure tablet synced cloud service lose anything purchased sandisk items never issue,1
954,galaxy note necessary use tablet much dont get smaller card,0
955,card worked galaxy right bat need format anything weeks watching video phone locked phone showed card damaged unable copy anything mb card viewing photos gallery also locks phone amazon customer service great however sent new card update review able use new one least month without errorsupdateafter second card weeks also issues even worse card completely unreadable locked card showed gb data used could accessed via phone computer sent one back going back trusty gb card,1
956,using samsung galaxy works well good readwrite speeds pleased card,1
957,putting phone formatted moved data gb microsd popped phone last months problems picked bucks good deal,1
958,works fine im thinking getting gb tablet later dont much say except buy,1
959,got replace old class micro sd card new phone plenty space fast,0
960,use gopro hero hd record high definition sports video chip well would definitely recommend,1
961,bought new camera price incredible big fan sandisk comes memory cards course bought one camera unsure fitting new camera samsung wbf turns fits storage capacity incredible picture lover whenever able take pictures gave pictures maybe even cant remember great price great storage capacity cant go wrong,1
962,great card issues gopro one maybe firmware update help situation,1
963,picked deal day issues put phone connected phone galaxy computer dropped music pictures folder everything quick easy,1
964,works fine gopro bought months ago works great made,1
965,issues plug playi run benchmarks store camera video data card includes lot high definition daily roads dashboard cam footage theres issues caching temp video files storing ones opt save due apparently speed capacity cardthe con fact waited long buy one,1
966,youre getting card means youre like least aspirecarry young diamondcarry,1
967,cant beat price one gb sd card reader use go pro works fantastic,1
968,arrived doa amazon sent another one right away perfect use gopro hero must shooting better video order keep updo need gb maybe maybe need class buy never look back,1
969,sure point reviewing stanard g memory card purchased tablet works fine,1
970,continually amazed fact tiny bit almost nothing powerful however caution anyone buying micro cards gopro extremely easy lose highly recommend,1
971,true name sandisk best using smartphone guess overkill many said type micro sd card meant dslrs im going quality something would last long time thats went highly recommended,1
972,used product samsung galaxy sony xperia z performs without fail added much need memory phone take pictures video would recommend android phone owners,1
973,added lots storage space new nokia lumia nice package got quickly able install easily phone recognized immediately turn phone inserting sd came adapter didnt need convert micro sd,1
974,amazing much storage fit small form factorremember mb floppy disks heck thing soooo small might lose itits like pinky nail size smalland holds gb awesome,1
975,good repeatedly self ejects new galaxy returned exchange refundbought two one works well one doesnt guess defectivei two gal sis bought,1
976,sandisk great brand failed purchased several think bad luck sure amazon replace,1
977,san disk always good brand worked well samsung galaxy phones tablets,1
978,used replace existing transcend microsdhc card phone find pieces equipment access apparently older firmware devices recognize gb sd one trick found able format tablet move phone initially phone reported corrupt sd issues reliable stable lightning fast took two hours copy photos music onto,1
979,big fan sandisk even price flash decreases cant compare brands never reason switch minor price variations compel performancequality never issue many years suing brand,1
980,seems work fine loaded full deleted files nothing unexpected happened,1
981,dashcam didnt come memory card got thisthis card working well fairly demanding capacity thats like way drivers use dashcams ive got mine set minute loops means new data written card far card hasnt quit im pleased,1
982,phone memory resides plays video media fast sandisk always makes excellent products memory leader,1
983,would recommend memory card anyone works well tablet problems,1
984,works like suppose quick efficient stable reasonably priced far good put camera go,1
985,carry two one camera one camera case pocket dont lose never run memory enough capacity mbimage shoot shoot shoot download end day want thousands pictures one couple batteries see wasabi review never stop shooting,0
986,good memory gopro went gb brother two gopro cameras said never filled go anyway versatile enough go phone camera ordered two,1
987,giving item five star rating works well used micro standard format,1
988,expecting brand installed tablet moment arrives works perfectly,1
989,given card october add new samsung galaxy thrilled copied ton music onto card used phone mobile ipod substitute leaving ipod classic desktop speaker system cradleeverything worked fine couple weeks ago started getting messages seemed say removed inserted memory card course hadnt touched days ago phone told card contained unsupported files needed reformat well tried reformatting nothing nothing pulled memory card reset phone reinserted card nothing tried card adapter computers wasnt even visiblei called sandisk tech support didnt take terribly long convince problem quickly offered two gb cards replacement literally laughed got disturbing sense something required try thats lousy business practice bouncing around time agreed send rma shipping label duly sent card couple days ago frank idea might receive replacementif werent already grips sandisk would buy another card fact comments negative indication real quality control problem fail rate simply unacceptable product thisupdate well give sandisk credit customer support returned card using supplied ups label tuesday received replacement ups following monday thats good service however increase suspicion offer two gb gb cards stock stock sure got stock big hurry event ive upped rating two stars,1
990,bought grandson work new tablet hes happy much im sure prefers tablets laptops gives function needs memory card ensures keep data move next tablet whenever needed,1
